instrument,technique,technique_family,n_samples,F1_hz,F2_hz,F3_hz,F4_hz,F5_hz,F6_hz,F1_db,F2_db,F3_db,F4_db,F5_db,F6_db,F1_mean,F1_std,F1_q25,F1_q75,F2_mean,F2_std,F2_q25,F2_q75,F3_mean,F3_std,F3_q25,F3_q75,F4_mean,F4_std,F5_mean,F5_std,F6_mean,F6_std,reliability_score,rugosity,suddenness,mean_kurtosis,mean_irregularity
Violoncelle,sul_ponticello_tremolo,sul_ponticello,73,183.0,516.8,1162.8,1808.8,2078.0,2444.0,-8.02,-15.97,-14.73,-14.96,-13.84,-19.23,258.3,280.6,172.3,204.6,837.3,457.5,484.5,1141.3,1385.1,475.9,1022.8,1744.2,1806.1,558.3,2265.4,645.7,2745.3,848.6,0.229,0.032,0.0,18.917,0.003
Violoncelle,sul_tasto,sul_tasto,73,193.8,538.3,1098.2,1507.3,1938.0,2476.3,-18.47,-26.61,-25.79,-30.10,-28.97,-31.45,227.7,88.5,183.0,258.4,653.4,243.2,473.7,764.4,1119.4,289.3,893.6,1173.6,1570.4,356.4,2012.0,369.4,2505.4,536.8,0.517,0.0,0.0,23.907,0.002
Violoncelle,sul_tasto_to_ordinario,ordinario,38,204.6,538.3,1152.0,1862.6,2314.8,2627.1,-11.40,-20.08,-22.95,-22.13,-24.37,-25.65,226.9,65.9,183.0,269.2,652.2,251.4,463.0,742.9,1185.2,260.4,1044.4,1313.5,1763.7,335.2,2219.1,282.3,2709.6,591.5,0.551,0.0,0.0,21.7,0.003
Violoncelle,sul_tasto_to_sul_ponticello,sul_ponticello,38,204.6,516.8,1098.2,1862.6,2304.1,2627.1,-8.87,-16.50,-19.34,-20.22,-22.71,-24.27,233.5,61.7,193.8,269.2,622.8,247.1,441.4,689.1,1174.4,248.7,1022.8,1345.8,1783.9,394.6,2310.9,319.7,2782.7,591.1,0.558,0.018,0.0,19.618,0.003
Violoncelle,sul_tasto_tremolo,sul_tasto,73,204.6,506.0,936.7,1184.3,1851.9,2088.7,-8.29,-16.28,-21.67,-19.35,-21.23,-19.50,275.2,151.8,193.8,301.5,633.0,279.9,473.7,667.5,1067.7,365.9,807.5,1130.5,1446.6,448.3,1982.0,527.5,2513.8,876.6,0.422,0.0,0.0,20.687,0.002
Violoncelle,tremolo,tremolo,219,215.3,484.5,1065.9,1485.8,1884.2,2164.1,4.00,-1.84,-4.98,-8.17,-6.55,-8.05,265.5,129.5,204.6,269.2,639.7,277.6,463.0,764.4,1125.6,365.2,829.0,1205.9,1545.0,491.8,2037.1,589.9,2587.5,893.7,0.456,0.066,0.0,17.206,0.002
Violoncelle,tremolo_to_ordinario,ordinario,31,258.4,559.9,1087.4,1668.8,2067.2,2487.1,1.18,-3.44,-4.38,-9.80,-3.92,-7.54,324.4,143.0,204.6,441.4,700.2,283.7,484.5,936.7,1169.7,341.5,936.7,1367.4,1714.7,442.4,2168.9,469.3,2720.1,920.6,0.436,0.121,0.0,14.441,0.003
Violoncelle,trill_major_second_up,trill,45,204.6,506.0,1044.4,1496.6,1959.5,2347.1,1.96,-2.00,-5.42,-10.22,-3.65,-10.34,293.1,142.2,193.8,366.1,675.9,290.3,463.0,861.3,1100.8,372.6,807.5,1292.0,1512.6,434.4,1972.9,348.4,2387.7,372.6,0.437,0.0,0.0,22.337,0.002
Violoncelle,trill_minor_second_up,trill,45,215.3,678.3,1109.0,1518.1,1959.5,2325.6,-0.95,-11.84,-7.26,-12.97,-5.40,-12.55,286.6,136.3,193.8,355.3,723.8,276.9,484.5,969.0,1168.5,331.5,861.3,1432.0,1565.7,423.9,2011.0,470.2,2455.5,538.9,0.446,0.0,0.0,23.259,0.002
Violoncelle+sourdine,non_vibrato,vibrato,144,193.8,506.0,1033.6,1776.5,2110.3,2939.3,-7.64,-16.43,-28.27,-27.02,-26.10,-34.56,218.2,53.9,183.0,258.4,574.3,209.0,463.0,613.7,1120.8,400.2,839.8,1216.6,1764.9,630.1,2501.6,944.1,3563.0,1559.4,0.572,0.061,0.0,17.437,0.003
Violoncelle+sourdine,ordinario,ordinario,156,204.6,538.3,1173.6,1894.9,2217.9,4091.3,-5.68,-15.26,-22.76,-21.70,-23.05,-27.25,282.0,262.5,193.8,279.9,878.6,630.4,484.5,1109.0,1599.3,826.0,882.9,2110.3,2238.7,1031.5,2914.7,1226.4,4012.5,1575.7,0.256,0.096,0.0,15.715,0.004
Violoncelle+sourdine,tremolo,tremolo,52,215.3,516.8,1098.2,1539.6,2067.2,2939.3,4.74,-2.95,-12.44,-17.46,-12.98,-22.37,238.3,91.6,204.6,226.1,637.9,216.0,484.5,775.2,1123.7,304.7,872.1,1216.6,1650.6,443.2,2268.6,685.3,3143.1,1057.5,0.513,0.131,0.0,13.961,0.002
Violoncelle+sourdine piombo,non_vibrato,vibrato,45,172.3,581.4,1044.4,2357.9,3940.6,5760.1,-14.86,-29.10,-32.18,-35.72,-35.41,-34.10,211.3,80.2,150.7,269.2,685.2,401.4,463.0,732.1,1392.2,860.9,882.9,1518.1,2253.2,1052.7,3737.1,1226.2,5535.7,803.6,0.53,0.185,0.0,11.244,0.003
Violoncelle+sourdine piombo,ordinario,ordinario,52,172.3,732.1,1507.3,3542.2,4252.8,5738.6,-12.18,-28.50,-34.09,-30.72,-30.87,-29.71,242.5,165.2,161.5,279.9,1268.2,997.7,484.5,1776.5,2044.4,1217.0,958.2,3316.1,3046.5,1301.5,4058.6,1212.4,5296.0,1000.4,0.402,0.206,0.0,10.188,0.004
Violoncelle+sourdine piombo,tremolo,tremolo,52,193.8,602.9,1044.4,1733.4,2508.6,4618.9,-1.20,-11.00,-14.93,-22.54,-19.57,-27.01,271.4,186.1,183.0,269.2,739.0,350.3,506.0,796.7,1286.5,547.5,936.7,1539.6,1967.2,799.3,2990.1,1122.0,4391.1,1273.3,0.371,0.245,0.0,8.228,0.002
